Chr	Start	End	PeakID	deseq	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	padjxFC	region	annotation	Gene.Name	Gene.Type	Called_Korg	Called_Ncr
chr1	3291000	3294200	reg_56	deseq_up	11.5316869026686	3.68189615365385	0.775309544812403	4.74893696110079	2.04488664951205e-06	4.04020768829564e-05	4.394	chr1:3291000-3294200	intron	ARHGEF16	protein-coding	4	0
chr1	3328800	3331400	reg_58	deseq_up	11.2295839497518	1.93820775449034	0.735415988522534	2.63552572250196	0.00840070583594508	0.0266627945655286	1.574	chr1:3328800-3331400	intron	ARHGEF16	protein-coding	4	0
chr1	3494000	3496400	reg_66	deseq_up	8.20774375307707	2.49909999781162	1.03326023488536	2.41865496555077	0.0155780086096653	0.0427478123489438	1.369	chr1:3494000-3496400	intron	ARHGEF16	protein-coding	2	0
chr1	3509400	3511000	reg_68	deseq_up	6.61575068485164	2.98598581901235	0.956156771768215	3.12290401237277	0.00179076140201502	0.0081565130641983	2.088	chr1:3509400-3511000	intron	MIR551A	ncRNA	2	0
chr1	3513400	3515200	reg_69	deseq_up	6.80467291236609	4.30521139170997	1.07185635629975	4.01659361014788	5.90454161191762e-05	0.00058242891238391	3.235	chr1:3513400-3515200	intron	MIR551A	ncRNA	2	0
chr1	3869000	3870600	reg_73	deseq_up	8.80960312005594	2.88235779927915	0.973310861282136	2.96139487797582	0.00306249017338408	0.0122729534751723	1.911	chr1:3869000-3870600	intron	DFFB	protein-coding	2	0
chr1	4265800	4269400	reg_77	deseq_up	21.9297385599028	2.30112061564816	0.891051409985992	2.58247794668137	0.00980936312907121	0.0298839882329297	1.525	chr1:4265800-4269400	Intergenic	LINC01777	ncRNA	4	0
chr1	5611200	5612600	reg_80	deseq_up	5.36972684546629	2.17755847025122	0.919997645590051	2.3669174379839	0.0179369336809018	0.0475588810444794	1.323	chr1:5611200-5612600	Intergenic	MIR4689	ncRNA	2	0
chr1	6024600	6026000	reg_85	deseq_up	22.9964448700928	1.81843944868583	0.72306614241956	2.51490056303961	0.011906596041623	0.034683292791257	1.46	chr1:6024600-6026000	intron	KCNAB2	protein-coding	1	1
chr1	6026000	6027200	reg_86	deseq_up	15.4798524438615	2.0413326968129	0.718134689219485	2.84254851834487	0.00447544185783521	0.0164025009562706	1.785	chr1:6026000-6027200	intron	KCNAB2	protein-coding	2	0
