Chr	Start	End	PeakID	deseq	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	padjxFC	region	annotation	Gene.Name	Gene.Type	Called_Korg	Called_Ncr
chr1	79000	79800	reg_1	deseq_down	14.1177918207686	-3.58638761127591	0.824638624636253	-4.34904151240533	1.36733830212534e-05	0.000185529699756195	-3.732	chr1:79000-79800	Intergenic	OR4F5	protein-coding	1	2
chr1	1031600	1034200	reg_3	deseq_down	29.1293908161224	-3.67897854255269	0.834173644959633	-4.41032699220642	1.03214641232497e-05	0.000148706370785731	-3.828	chr1:1031600-1034200	intron	AGRN	protein-coding	2	3
chr1	1222000	1223600	reg_10	deseq_down	14.4466734544251	-2.10295554691295	0.713185696523135	-2.94867880436345	0.003191354676192	0.0126363593747186	-1.898	chr1:1222000-1223600	intron	TNFRSF4	protein-coding	2	2
chr1	1224800	1225800	reg_11	deseq_down	6.2936376532954	-3.23550519855727	0.750079590957796	-4.31354917206288	1.60654387134555e-05	0.000210063069452033	-3.678	chr1:1224800-1225800	intron	SDF4	protein-coding	0	2
chr1	1337400	1338600	reg_13	deseq_down	5.03950224922443	-3.68705828006029	0.872139872052125	-4.2275997213437	2.36197502162527e-05	0.000282804635910517	-3.549	chr1:1337400-1338600	exon	MIR6808	ncRNA	0	2
chr1	1623600	1625800	reg_16	deseq_down	7.70712002023477	-3.55162876241176	0.826378487811518	-4.297823351885	1.72483534496462e-05	0.000221935073508006	-3.654	chr1:1623600-1625800	intron	MMP23B	protein-coding	0	2
chr1	1646400	1650200	reg_17	deseq_down	96.6710960091752	-2.21562615835364	0.776167057835829	-2.8545738136986	0.0043094616069615	0.0159406592954499	-1.797	chr1:1646400-1650200	intron	CDK11B	protein-coding	8	4
chr1	1677800	1681800	reg_18	deseq_down	94.7944454684517	-1.60370485249107	0.660145814394841	-2.42931912544381	0.0151272107619301	0.0417600861657753	-1.379	chr1:1677800-1681800	intron	SLC35E2B	protein-coding	9	4
chr1	1714400	1717400	reg_20	deseq_down	74.6710598023019	-2.70717098754703	0.854652214867658	-3.16757031743752	0.00153718530515753	0.00725079967059339	-2.14	chr1:1714400-1717400	intron	CDK11A	protein-coding	6	4
chr1	1756000	1764400	reg_21	deseq_down	219.595875568941	-1.91673797830181	0.618204115468387	-3.10049372099307	0.00193198309960714	0.00863314187123936	-2.064	chr1:1756000-1764400	intron	NADK	protein-coding	10	5
chr1	1841200	1843600	reg_22	deseq_down	12.5264520461595	-1.57067247603356	0.645706724571864	-2.43248585815022	0.0149955770863391	0.0414762748094699	-1.382	chr1:1841200-1843600	intron	GNB1	protein-coding	1	1
chr1	1846400	1848000	reg_23	deseq_down	23.3619027041133	-1.6181959142587	0.683593106674124	-2.36719167946513	0.0179236472397041	0.0475444999800231	-1.323	chr1:1846400-1848000	intron	GNB1	protein-coding	3	5
chr1	1856000	1861200	reg_24	deseq_down	79.5104592872522	-2.03770694583266	0.572846693500536	-3.55715930449157	0.00037488683284018	0.00242267229955339	-2.616	chr1:1856000-1861200	intron	GNB1	protein-coding	6	4
chr1	1872400	1874600	reg_25	deseq_down	15.154333377298	-2.63469677435776	0.763378043929555	-3.45136567040287	0.000557757324720919	0.00329732420584389	-2.482	chr1:1872400-1874600	intron	GNB1	protein-coding	0	3
chr1	1880200	1884000	reg_26	deseq_down	57.4993227845058	-2.46563586419344	0.74827836270387	-3.29507839206252	0.000983942272558029	0.00511748948106796	-2.291	chr1:1880200-1884000	intron	GNB1	protein-coding	4	4
chr1	1942600	1943600	reg_28	deseq_down	8.10690406563897	-2.25195993939573	0.88109778421923	-2.55585699990298	0.0105926640312558	0.0317415450425913	-1.498	chr1:1942600-1943600	intron	TMEM52	protein-coding	0	2
chr1	2104200	2105400	reg_32	deseq_down	12.16655207195	-2.12869451217546	0.734138734677569	-2.89958070814826	0.00373662133335145	0.0142959244399922	-1.845	chr1:2104200-2105400	promoter-TSS	PRKCZ	protein-coding	0	2
chr1	2195200	2200200	reg_35	deseq_down	136.419569406313	-2.29446212475379	0.62732416685541	-3.65753823299244	0.000254649284114171	0.00179994946785014	-2.745	chr1:2195200-2200200	intron	FAAP20	protein-coding	9	4
chr1	2204200	2206400	reg_36	deseq_down	41.7675313085042	-1.98912944762142	0.745446739637105	-2.66837232206523	0.00762197418028175	0.0247272943076221	-1.607	chr1:2204200-2206400	intron	FAAP20	protein-coding	3	3
chr1	2436600	2440600	reg_46	deseq_down	23.4582391532877	-3.44120545010491	0.935192187350762	-3.67967728628407	0.000233529292487107	0.00168265151438457	-2.774	chr1:2436600-2440600	Intergenic	PEX10	protein-coding	2	3
chr1	2477400	2479000	reg_47	deseq_down	18.1782509091644	-4.08000682411656	0.883322384171238	-4.61893290289995	3.85718549768456e-06	6.78987749257303e-05	-4.168	chr1:2477400-2479000	intron	PLCH2	protein-coding	0	3
chr1	2537000	2538200	reg_48	deseq_down	10.7701020765355	-3.605303115151	0.917057489828184	-3.9313817891902	8.44590222846307e-05	0.000772977567336164	-3.112	chr1:2537000-2538200	Intergenic	HES5	protein-coding	0	3
chr1	2574600	2576000	reg_49	deseq_down	56.8471201746533	-3.50518112342711	0.687936403903508	-5.09521098685563	3.48353077225953e-07	9.75329673241597e-06	-5.011	chr1:2574600-2576000	intron	LOC100996583	ncRNA	2	1
chr1	2592400	2593400	reg_50	deseq_down	22.4522500443568	-1.76959475974772	0.745375532567219	-2.3740982664844	0.017591867965395	0.0468616388651322	-1.329	chr1:2592400-2593400	exon	PRXL2B	protein-coding	3	1
chr1	2847200	2848200	reg_52	deseq_down	5.99608885213157	-3.95833447106892	0.829546700585687	-4.77168370180269	1.82692246216772e-06	3.67986439214721e-05	-4.434	chr1:2847200-2848200	Intergenic	TTC34	protein-coding	0	2
chr1	3218000	3223600	reg_55	deseq_down	53.1657847673517	-2.28260827543275	0.961469359855836	-2.37408322172119	0.017592584796652	0.0468616388651322	-1.329	chr1:3218000-3223600	intron	MIR4251	ncRNA	3	3
chr1	3418200	3420800	reg_61	deseq_down	10.6205866710264	-1.91410199510991	0.803451599719132	-2.38234885060785	0.0172025924006182	0.0460675346258341	-1.337	chr1:3418200-3420800	intron	ARHGEF16	protein-coding	1	2
chr1	3422000	3424200	reg_62	deseq_down	29.7994562302231	-1.85147757131853	0.682362925003045	-2.71333260274988	0.00666102127300114	0.0223390078357838	-1.651	chr1:3422000-3424200	intron	ARHGEF16	protein-coding	4	3
chr1	3954800	3956000	reg_75	deseq_down	10.2453034104151	-3.80185308065924	0.786864300606597	-4.83165023210277	1.35405985474391e-06	2.91550142048764e-05	-4.535	chr1:3954800-3956000	Intergenic	LINC01345	ncRNA	0	2
chr1	5687600	5689800	reg_82	deseq_down	27.2248187238204	-2.77121744871334	0.946091341008129	-2.92912251554951	0.00339920412004437	0.0132970757859041	-1.876	chr1:5687600-5689800	Intergenic	MIR4689	ncRNA	2	3
chr1	5927600	5928400	reg_83	deseq_down	3.11123534177083	-3.30756104470398	0.936947737836853	-3.53014465069333	0.00041533252380799	0.00262032281187892	-2.582	chr1:5927600-5928400	intron	NPHP4	protein-coding	0	2
chr1	6297400	6302200	reg_95	deseq_down	51.6051709976891	-2.58659050488456	0.713618421139861	-3.6246128578814	0.000289394628162604	0.00198821378958132	-2.702	chr1:6297400-6302200	intron	GPR153	protein-coding	4	3
chr1	6324600	6326400	reg_96	deseq_down	11.1389335683021	-1.76401080912177	0.66545783937648	-2.65082279408506	0.00802959579588897	0.0257441816769182	-1.589	chr1:6324600-6326400	intron	ACOT7	protein-coding	1	3
chr1	6331000	6332400	reg_97	deseq_down	16.7543886149837	-2.37131023405639	0.769710754285667	-3.08078095681161	0.00206458470206335	0.00909186508717025	-2.041	chr1:6331000-6332400	intron	ACOT7	protein-coding	0	4
chr1	6342200	6364200	reg_98	deseq_down	525.173328274175	-1.81636133791069	0.663547480103631	-2.73734946235801	0.00619364596667648	0.0211225124748573	-1.675	chr1:6342200-6364200	intron	ACOT7	protein-coding	9	5
chr1	6373800	6374800	reg_99	deseq_down	12.5109817390642	-1.80722436513352	0.679661845817288	-2.65900517478709	0.00783717592444961	0.0252618583854812	-1.598	chr1:6373800-6374800	intron	ACOT7	protein-coding	1	3
chr1	6440000	6441000	reg_103	deseq_down	8.77290076555577	-2.7496580557222	0.907966889379664	-3.02836820140083	0.00245878304142836	0.0103874429839456	-1.983	chr1:6440000-6441000	intron	MIR4252	ncRNA	0	2
chr1	6471600	6474200	reg_104	deseq_down	131.342040319689	-1.82318401976797	0.68809625383469	-2.64960608288092	0.00805856685868852	0.0258113809957495	-1.588	chr1:6471600-6474200	intron	TNFRSF25	protein-coding	5	1
chr1	6658000	6659800	reg_111	deseq_down	15.7380645023891	-4.12167389626643	0.775601451841542	-5.31416475108468	1.07147646223743e-07	3.75232190913075e-06	-5.426	chr1:6658000-6659800	intron	THAP3	protein-coding	0	4
chr1	6750600	6752000	reg_113	deseq_down	5.99988168930706	-4.81021172442737	0.750389160348391	-6.41028945859783	1.45243606557353e-10	1.72282864351579e-08	-7.764	chr1:6750600-6752000	Intergenic	LINC01672	ncRNA	0	3
chr1	6755400	6756800	reg_114	deseq_down	7.16023556601683	-4.54925009907488	0.881362310059741	-5.16161179931386	2.4483260035447e-07	7.3061227016509e-06	-5.136	chr1:6755400-6756800	Intergenic	LINC01672	ncRNA	0	2
chr1	6810000	6811800	reg_116	deseq_down	13.1853204273008	-2.9631346166302	0.736934401058697	-4.02089332832514	5.79778562571084e-05	0.000574294874280977	-3.241	chr1:6810000-6811800	intron	CAMTA1	protein-coding	0	2
chr1	6827400	6827800	reg_118	deseq_down	2.58028497250245	-2.78684026456045	0.864203584350077	-3.22474971757527	0.00126082842686664	0.00621632468253109	-2.206	chr1:6827400-6827800	intron	CAMTA1	protein-coding	0	2
chr1	6899200	6900400	reg_119	deseq_down	12.4809953793056	-3.31897097223228	0.772203335647566	-4.29805314095025	1.72304858470837e-05	0.000221791403587472	-3.654	chr1:6899200-6900400	intron	CAMTA1	protein-coding	0	3
chr1	6961800	6964600	reg_122	deseq_down	31.1422421936267	-3.1506180040877	0.936665347244947	-3.36365385284589	0.000769179500603438	0.00423477397986528	-2.373	chr1:6961800-6964600	intron	CAMTA1	protein-coding	2	3
chr1	6964600	6966200	reg_123	deseq_down	11.6202250385352	-2.76413650223949	0.911189258183324	-3.03354816512045	0.00241696125638595	0.0102573628903356	-1.989	chr1:6964600-6966200	intron	CAMTA1	protein-coding	0	3
chr1	7339800	7342600	reg_130	deseq_down	19.9499096960583	-2.0911282491329	0.779990344179324	-2.68096684111277	0.00734097896667248	0.0240656124738048	-1.619	chr1:7339800-7342600	intron	LOC102725193	ncRNA	1	3
chr1	8174000	8175600	reg_159	deseq_down	19.1984910755723	-2.40274687602163	0.812075914925222	-2.95877125754048	0.00308868273540162	0.0123419573016227	-1.909	chr1:8174000-8175600	Intergenic	LINC01714	ncRNA	2	3
chr1	8598000	8599000	reg_175	deseq_down	9.41117925586054	-1.60501198310822	0.646512884129356	-2.48256766803596	0.0130439290736798	0.0372359000055515	-1.429	chr1:8598000-8599000	intron	SNORD128	snoRNA	1	2
chr1	8663600	8664600	reg_178	deseq_down	8.16027911097284	-2.1354292394175	0.767592742958491	-2.78198205885459	0.00540280267501223	0.0189728726365508	-1.722	chr1:8663600-8664600	intron	RERE	protein-coding	0	2
chr1	8674400	8675200	reg_179	deseq_down	5.69206976207771	-3.28941192250496	0.792771990855326	-4.14925345553139	3.33561325734278e-05	0.000371022433923119	-3.431	chr1:8674400-8675200	intron	RERE	protein-coding	0	3
chr1	8678800	8681200	reg_180	deseq_down	29.6952111971666	-2.08085282220561	0.693281948122066	-3.0014524795318	0.00268694973843151	0.0111096844882125	-1.954	chr1:8678800-8681200	intron	RERE	protein-coding	1	2
chr1	8686600	8687400	reg_181	deseq_down	6.44654912114387	-2.36324976417004	0.779491236639725	-3.03178490416091	0.00243112374391343	0.01030293368947	-1.987	chr1:8686600-8687400	intron	RERE	protein-coding	0	2
chr1	8711600	8713800	reg_184	deseq_down	38.2764786160415	-1.4890501691791	0.597701628118053	-2.49129348010576	0.0127278937242675	0.03653859428443	-1.437	chr1:8711600-8713800	intron	RERE	protein-coding	3	3
chr1	8741400	8743400	reg_185	deseq_down	28.140486319638	-3.05898935667621	0.751545564242572	-4.07026466819632	4.69597568739569e-05	0.000486514218354859	-3.313	chr1:8741400-8743400	intron	RERE	protein-coding	1	4
chr1	8772400	8772800	reg_186	deseq_down	3.95789117485736	-2.69458270673858	0.882366070294778	-3.05381496121942	0.00225951400198503	0.00973270290012921	-2.012	chr1:8772400-8772800	intron	RERE	protein-coding	0	2
chr1	8985600	8987400	reg_189	deseq_down	16.8659904442388	-2.39665444338918	0.851353598441687	-2.81511048731808	0.00487604666611036	0.0175438017360574	-1.756	chr1:8985600-8987400	Intergenic	SLC2A7	protein-coding	1	3
chr1	9000800	9003000	reg_190	deseq_down	31.5626962841233	-2.02508545711517	0.858917944263779	-2.35771702132847	0.0183877038048745	0.0485110546650604	-1.314	chr1:9000800-9003000	Intergenic	SLC2A7	protein-coding	3	3
chr1	9048600	9049800	reg_192	deseq_down	5.22761649032822	-4.29055594178127	0.871000833758741	-4.92600669882908	8.39271214324733e-07	2.00106927715149e-05	-4.699	chr1:9048600-9049800	intron	SLC2A5	protein-coding	0	2
chr1	9068800	9070200	reg_193	deseq_down	15.5175217925832	-3.36605540095381	0.934838904788379	-3.60067962909159	0.000317386464329394	0.00212881792673631	-2.672	chr1:9068800-9070200	intron	SLC2A5	protein-coding	1	3
chr1	9243600	9245600	reg_198	deseq_down	39.456778143608	-3.0992489788021	0.915518676714849	-3.38523839832861	0.000711164605484511	0.00399309152594239	-2.399	chr1:9243600-9245600	intron	H6PD	protein-coding	3	4
chr1	9248000	9253400	reg_199	deseq_down	26.2268573144046	-3.13976099439919	0.766961387300124	-4.09376670897586	4.24421356403336e-05	0.000448604291562184	-3.348	chr1:9248000-9253400	intron	H6PD	protein-coding	0	3
chr1	9275200	9284800	reg_200	deseq_down	334.012110534421	-1.92172860734325	0.645058585331715	-2.97915360099426	0.00289045842928289	0.0117291083902919	-1.931	chr1:9275200-9284800	Intergenic	SPSB1	protein-coding	10	5
chr1	9336800	9339600	reg_205	deseq_down	32.6756306561046	-2.1688325770595	0.586534894400693	-3.69770425896922	0.000217558143188166	0.00159070455923701	-2.798	chr1:9336800-9339600	intron	SPSB1	protein-coding	3	4
chr1	9371400	9372200	reg_206	deseq_down	10.5798269227851	-2.30840833325653	0.776739880738696	-2.97191941665359	0.00295944348587517	0.0119424244264788	-1.923	chr1:9371400-9372200	Intergenic	LINC02606	ncRNA	1	3
chr1	9385000	9386800	reg_207	deseq_down	22.2643323888798	-3.13235897834602	0.837705588885146	-3.73921222432657	0.000184597837105497	0.00140309619227591	-2.853	chr1:9385000-9386800	Intergenic	LINC02606	ncRNA	1	3
chr1	9526400	9527000	reg_211	deseq_down	4.94003503348167	-2.28946850379477	0.861452562830037	-2.65768378037372	0.00786796790362765	0.0253364337649755	-1.596	chr1:9526400-9527000	Intergenic	SLC25A33	protein-coding	0	2
chr1	9561000	9562400	reg_213	deseq_down	13.5757149938136	-3.56755196187664	0.804483753626882	-4.43458546650933	9.22496183785824e-06	0.000136108286697316	-3.866	chr1:9561000-9562400	intron	SLC25A33	protein-coding	0	3
chr1	9766400	9772600	reg_214	deseq_down	83.412192509921	-1.84079585030329	0.677963384079467	-2.71518476296873	0.00662388042525136	0.0222503754357763	-1.653	chr1:9766400-9772600	intron	CLSTN1	protein-coding	9	4
chr1	9802800	9805800	reg_215	deseq_down	67.5158152303166	-1.65812110547059	0.689384698102814	-2.40521890032334	0.0161627810640181	0.0439516085893685	-1.357	chr1:9802800-9805800	intron	CLSTN1	protein-coding	8	4
chr1	10241800	10243200	reg_227	deseq_down	10.3794022551998	-5.17633442444712	0.756055111339472	-6.84650410639566	7.56764745064544e-12	1.35374986341438e-09	-8.868	chr1:10241800-10243200	intron	KIF1B	protein-coding	0	2
chr1	10263000	10264600	reg_231	deseq_down	17.3852407430135	-2.96612924778515	0.827824121417828	-3.58304278776633	0.000339614951499746	0.00224739396219408	-2.648	chr1:10263000-10264600	intron	KIF1B	protein-coding	1	3
chr1	10579200	10580000	reg_238	deseq_down	6.32683622818355	-3.31583811486377	0.839178791900612	-3.95128922092264	7.77313161592065e-05	0.000723408373726878	-3.141	chr1:10579200-10580000	intron	PEX14	protein-coding	0	3
chr1	10674400	10678200	reg_241	deseq_down	65.4774494142103	-3.9958029274368	0.840593453623696	-4.75354990002763	1.99875743680341e-06	3.97040087716518e-05	-4.401	chr1:10674400-10678200	intron	CASZ1	protein-coding	1	4
chr1	10685000	10700600	reg_243	deseq_down	302.691325800517	-1.86754779104952	0.700222849492646	-2.66707633491633	0.00765142908646554	0.0247978194548044	-1.606	chr1:10685000-10700600	intron	CASZ1	protein-coding	8	5
chr1	10717400	10718600	reg_244	deseq_down	5.57451640624267	-3.01326095011838	0.698107576304172	-4.31632752944866	1.58646529931331e-05	0.000207848308058095	-3.682	chr1:10717400-10718600	intron	CASZ1	protein-coding	0	2
chr1	10753600	10763600	reg_250	deseq_down	427.760410488845	-1.62882649820628	0.61202947375494	-2.66135303617497	0.00778273077561228	0.0251230679172954	-1.6	chr1:10753600-10763600	intron	CASZ1	protein-coding	10	5
chr1	10763800	10768200	reg_251	deseq_down	65.4778833669145	-1.88021321373323	0.622306347623646	-3.0213627434672	0.00251639698292452	0.0105722536184974	-1.976	chr1:10763800-10768200	intron	CASZ1	protein-coding	4	4
chr1	10776000	10783400	reg_253	deseq_down	267.050388062372	-1.56562532443813	0.60209478906086	-2.60029708425176	0.00931430859118275	0.0287678701368737	-1.541	chr1:10776000-10783400	intron	CASZ1	protein-coding	10	5
chr1	10788600	10789400	reg_254	deseq_down	8.13592845220437	-2.77896328394983	0.786450585450989	-3.53355103977223	0.000410016914301431	0.00259447414185307	-2.586	chr1:10788600-10789400	intron	CASZ1	protein-coding	0	3
chr1	10802600	10805600	reg_255	deseq_down	110.918006244558	-3.06706234308058	0.667894431271619	-4.59213642078304	4.38731411507822e-06	7.55430662457849e-05	-4.122	chr1:10802600-10805600	Intergenic	CASZ1	protein-coding	6	4
chr1	10814800	10817400	reg_256	deseq_down	35.3333663756997	-3.8491743185067	0.777241235985472	-4.95235473916447	7.33207855774204e-07	1.79739116881418e-05	-4.745	chr1:10814800-10817400	Intergenic	CASZ1	protein-coding	1	4
chr1	10817400	10820000	reg_257	deseq_down	26.5869914844325	-4.71409764561667	0.861245739253252	-5.4735802231127	4.4103308755075e-08	1.86643849097245e-06	-5.729	chr1:10817400-10820000	Intergenic	CASZ1	protein-coding	0	3
chr1	11729600	11731000	reg_265	deseq_down	22.0816294241082	-1.87686922963237	0.790427885788654	-2.37449774151087	0.0175728437164904	0.04684298751136	-1.329	chr1:11729600-11731000	Intergenic	AGTRAP	protein-coding	1	3
chr1	12411800	12413800	reg_280	deseq_down	11.5707843920289	-3.9656781577249	0.894703932938631	-4.43239155627688	9.31935779095043e-06	0.000137195207621759	-3.863	chr1:12411800-12413800	intron	SNORA59A	snoRNA	0	2
chr1	12544000	12544600	reg_283	deseq_down	5.47839265958755	-4.10622809148041	0.758323335435483	-5.41487766444946	6.13306234866545e-08	2.40424983919376e-06	-5.619	chr1:12544000-12544600	Intergenic	MIR6730	ncRNA	0	3
chr1	13706200	13706800	reg_287	deseq_down	5.70932464421075	-3.23061688896068	0.7929400297165	-4.07422600434957	4.61676314557429e-05	0.000480160777937258	-3.319	chr1:13706200-13706800	intron	PRDM2	protein-coding	0	3
chr1	13707600	13710800	reg_288	deseq_down	52.2543407513505	-2.05320137056461	0.750977967756811	-2.73403676102186	0.00625630591499073	0.0212813431956731	-1.672	chr1:13707600-13710800	intron	PRDM2	protein-coding	4	4
chr1	13828600	13832000	reg_294	deseq_down	30.4596130351375	-2.14180465333863	0.856196581345432	-2.50153375989074	0.0123656652172286	0.0357265268079229	-1.447	chr1:13828600-13832000	Intergenic	PRDM2	protein-coding	4	3
chr1	14403400	14404600	reg_301	deseq_down	11.2404794135855	-3.94224803026674	0.729807789849037	-5.40176205995583	6.59894449611291e-08	2.53641659877306e-06	-5.596	chr1:14403400-14404600	intron	KAZN-AS1	ncRNA	0	2
chr1	14923400	14925400	reg_304	deseq_down	26.4756364607799	-1.9215822795401	0.735613393851575	-2.61221763442743	0.00899569682512371	0.0280508424319838	-1.552	chr1:14923400-14925400	exon	KAZN	protein-coding	1	3
chr1	14929200	14930800	reg_305	deseq_down	23.628154638253	-3.3339380659287	0.798862363972365	-4.17335728441456	3.00143699959689e-05	0.000341808520525325	-3.466	chr1:14929200-14930800	exon	KAZN	protein-coding	2	4
chr1	15260800	15262200	reg_314	deseq_down	30.9317117756758	-2.01018305773203	0.767718828789037	-2.61838446883321	0.00883472022258681	0.0276976346197696	-1.558	chr1:15260800-15262200	intron	FHAD1	protein-coding	4	2
chr1	15276600	15277800	reg_316	deseq_down	9.06789808192151	-3.52460915971894	0.811469829778082	-4.3434876200916	1.40238383884329e-05	0.000189442845553934	-3.723	chr1:15276600-15277800	intron	FHAD1	protein-coding	0	3
chr1	15282800	15287200	reg_317	deseq_down	64.7086203155174	-1.93835907656505	0.587190386674252	-3.30107426918822	0.00096315383245626	0.00503707536841142	-2.298	chr1:15282800-15287200	intron	FHAD1	protein-coding	9	3
chr1	15328800	15329600	reg_320	deseq_down	6.08893970231758	-3.10144630161869	0.777520142720774	-3.98889511822267	6.63817614945917e-05	0.000637318832289532	-3.196	chr1:15328800-15329600	non-coding	LOC101927417	ncRNA	0	2
chr1	15415400	15433000	reg_325	deseq_down	587.07208743429	-1.70105396520411	0.613075282925425	-2.77462493201023	0.00552654030111057	0.0193499073979003	-1.713	chr1:15415400-15433000	intron	CTRC	protein-coding	10	5
